pri_miRNA	mature_miRNA	transcript	RBP	value
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	LIN28A	1.743679163034
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	LIN28B	0.711743772241993
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	ZCCHC11	2.26337448559671
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	ZCCHC6	2.55102040816327
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	HNRNPL	5.87283131648289
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	STRBP	12.4588563914257
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	NUDT16L1	6.18994024341069
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	GRSF1	10.3699851569852
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	HNRNPF	3.87223897857948
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	HNRNPH1	2.73260152284795
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	HNRNPH2	4.55045832419122
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	HNRNPH3	5.21560316260472
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	ADARB1	13.7827006876996
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	ESRP1	4.54174321290059
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	TRMT10C	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	RBM4	1.7954822954823
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	RBM4B	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	RBM12B	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	SLTM	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	SAFB	3.57142857142857
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	FUS	1.48828582543482
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	TAF15	1.76361692190696
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	RBM14	1.25914047740802
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	DDX1	2.85308955576863
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	APOBEC3B	0.646120049105124
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	RTCB	2.92047067449336
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	DDX23	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	RBM47	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	PRMT1	1.37275759868442
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	RBM6	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	SUGP1	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	PLRG1	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	CDC5L	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	CDC40	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	SF3A1	0.655737704918033
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	SF3A3	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	SF3B1	2.14513898935571
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	SF3B2	1.17832724940425
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	SF3B3	1.95665197724422
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	SF3B4	0.4
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	SF3B5	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	U2SURP	2.3287018198704
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	RBM10	0.769230769230769
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	CHERP	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	CCAR1	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	RBM17	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	RBM5	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	AQR	1.66666666666667
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	XAB2	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	PAXBP1	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	PURA	0.332225913621262
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	PURB	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	PLOD1	7.99541555752736
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	HNRNPA0	2.23846897758907
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	HNRNPA1	2.42139859969085
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	HNRNPA2B1	2.42645971773656
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	HNRNPA3	2.74226206099507
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	HNRNPK	1.85837655589153
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	KIN	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	TRIM71	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	G3BP2	0.815217391304348
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	ZC3H7A	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	ZC3H7B	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	XRN1	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	TRIM25	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	ATXN2L	1.13876319758673
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	ATXN2	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	NUFIP2	0.927797035179586
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	TTC3	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	PAPD4	1.25172481766213
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	ZC3H11A	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	HNRNPM	1.16265923719945
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	ZNF346	0.466446753332247
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	RTCA	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	DHX36	5.85394596856315
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	USP36	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	PATL1	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	EDC3	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	EDC4	0.740740740740741
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	DCP1A	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	DCP1B	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	DCP2	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	DDX3X	2.15030982559341
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	DDX3Y	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	HNRNPR	2.54798789023858
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	SYNCRIP	2.92430815942864
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	ZFR	5.80829591601186
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	TRMT1L	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	MSI1	1.5015015015015
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	MSI2	3.48514981564196
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	TRIM26	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	SART3	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	RBBP6	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	CRTAP	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	P3H1	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	TRA2A	0.735294117647059
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	TRA2B	1.44354027318237
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	WWP1	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	WWP2	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	CPSF1	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	CPSF2	5
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	CPSF3	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	CPSF4	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	NUDT21	0.115740740740741
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	CPSF6	2.27272727272727
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	CPSF7	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	CSTF2	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	CSTF3	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	FIP1L1	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	WDR33	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	SYMPK	0.65359477124183
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	EPRS	8.50995772637932
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	RARS	0.773054502852735
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	IARS	4.56014872331572
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	LARS	2.77863505414087
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	DARS	1.82479181772828
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	QARS	0.358537633604903
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	MARS	0.837618203683664
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	KARS	0.464431678527537
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	AIMP1	0.33167495854063
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	AIMP2	0.22075055187638
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	ZNF385A	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	LARP7	0.065167807103291
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	DZIP3	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	TIAL1	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	MYEF2	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	RBFOX2	0.208333333333333
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	KNOP1	0.480158169750035
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	DHX37	0.125786163522013
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	DDX21	1.39959564351199
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	LRPPRC	2.17296380007131
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	RBM45	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	RBMS1	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	RBMS2	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	HARS2	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	SUGP2	0.193798449612403
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	MATR3	1.21818450492966
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	YBX3	1.25445957201211
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	YBX1	1.82839905331498
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	YBX2	0.466853408029879
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	C1QBP	2.60727295710231
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	PTBP1	1.19843839124718
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	PTBP3	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	FAM98A	1.19008316788448
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	FAM98B	0.925925925925926
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	MTERF3	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	PTCD3	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	TRIM56	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	PDCD11	1.08120403365735
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	UPF1	1.68349833807943
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	NOL6	1.32061923583663
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	ERAL1	0.345622119815668
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	UTP20	1.18671960026277
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	QKI	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	PUF60	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	LSM10	8.33333333333333
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	LSM11	16.6666666666667
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	CASC3	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	NONO	1.36570909649337
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	SFPQ	1.3099588713792
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	ZNF106	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	DDX49	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	CELF2	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	CELF1	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	PIP5K1A	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	EIF2AK2	0.175933400810058
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	LARP6	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	ZC3H10	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	C9ORF114	1.3448275862069
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	SF1	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	PUM1	4.65848193972666
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	PUM2	4.67718073144751
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	ELAC1	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	IGF2BP1	1.23155297656462
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	IGF2BP2	0.840761256430958
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	IGF2BP3	1.67959626402614
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	PGAM5	0.289855072463768
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	CSTF1	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	LCORL	0
hsa-let-7a-1	hsa-let-7a	RP11-2B6.3	NOL4L	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	LIN28A	0.871839581517001
hsa-let-7a-3	hsa-let-7a	FLJ27365	LIN28B	1.1696488564816
hsa-let-7a-3	hsa-let-7a	FLJ27365	ZCCHC11	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	ZCCHC6	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	HNRNPL	1.1914752307799
hsa-let-7a-3	hsa-let-7a	FLJ27365	STRBP	12.7822333360333
hsa-let-7a-3	hsa-let-7a	FLJ27365	NUDT16L1	13.1743492975946
hsa-let-7a-3	hsa-let-7a	FLJ27365	GRSF1	33.1018733767773
hsa-let-7a-3	hsa-let-7a	FLJ27365	HNRNPF	6.2207084680967
hsa-let-7a-3	hsa-let-7a	FLJ27365	HNRNPH1	5.218955550323
hsa-let-7a-3	hsa-let-7a	FLJ27365	HNRNPH2	7.55116127530243
hsa-let-7a-3	hsa-let-7a	FLJ27365	HNRNPH3	6.35834434561831
hsa-let-7a-3	hsa-let-7a	FLJ27365	ADARB1	8.32698818413151
hsa-let-7a-3	hsa-let-7a	FLJ27365	ESRP1	41.8105735864462
hsa-let-7a-3	hsa-let-7a	FLJ27365	TRMT10C	86.6666666666667
hsa-let-7a-3	hsa-let-7a	FLJ27365	RBM4	0.498385794995965
hsa-let-7a-3	hsa-let-7a	FLJ27365	RBM4B	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	RBM12B	1.70940170940171
hsa-let-7a-3	hsa-let-7a	FLJ27365	SLTM	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	SAFB	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	FUS	3.63884462301595
hsa-let-7a-3	hsa-let-7a	FLJ27365	TAF15	2.24518136450404
hsa-let-7a-3	hsa-let-7a	FLJ27365	RBM14	3.7677992079002
hsa-let-7a-3	hsa-let-7a	FLJ27365	DDX1	2.6982623315894
hsa-let-7a-3	hsa-let-7a	FLJ27365	APOBEC3B	0.577200577200577
hsa-let-7a-3	hsa-let-7a	FLJ27365	RTCB	0.987952066353234
hsa-let-7a-3	hsa-let-7a	FLJ27365	DDX23	2.5974025974026
hsa-let-7a-3	hsa-let-7a	FLJ27365	RBM47	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	PRMT1	1.71277997364954
hsa-let-7a-3	hsa-let-7a	FLJ27365	RBM6	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	SUGP1	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	PLRG1	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	CDC5L	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	CDC40	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	SF3A1	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	SF3A3	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	SF3B1	1.91825573848436
hsa-let-7a-3	hsa-let-7a	FLJ27365	SF3B2	2.15712393304591
hsa-let-7a-3	hsa-let-7a	FLJ27365	SF3B3	1.77442751645446
hsa-let-7a-3	hsa-let-7a	FLJ27365	SF3B4	0.4
hsa-let-7a-3	hsa-let-7a	FLJ27365	SF3B5	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	U2SURP	2.05637325275944
hsa-let-7a-3	hsa-let-7a	FLJ27365	RBM10	0.425531914893617
hsa-let-7a-3	hsa-let-7a	FLJ27365	CHERP	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	CCAR1	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	RBM17	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	RBM5	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	AQR	3.33333333333333
hsa-let-7a-3	hsa-let-7a	FLJ27365	XAB2	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	PAXBP1	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	PURA	0.830564784053156
hsa-let-7a-3	hsa-let-7a	FLJ27365	PURB	2
hsa-let-7a-3	hsa-let-7a	FLJ27365	PLOD1	3.23507180650038
hsa-let-7a-3	hsa-let-7a	FLJ27365	HNRNPA0	1.92024896137495
hsa-let-7a-3	hsa-let-7a	FLJ27365	HNRNPA1	2.48532729718239
hsa-let-7a-3	hsa-let-7a	FLJ27365	HNRNPA2B1	2.69350369860676
hsa-let-7a-3	hsa-let-7a	FLJ27365	HNRNPA3	2.89714782516999
hsa-let-7a-3	hsa-let-7a	FLJ27365	HNRNPK	1.59879996913807
hsa-let-7a-3	hsa-let-7a	FLJ27365	KIN	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	TRIM71	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	G3BP2	1.06629194908249
hsa-let-7a-3	hsa-let-7a	FLJ27365	ZC3H7A	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	ZC3H7B	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	XRN1	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	TRIM25	0.673400673400673
hsa-let-7a-3	hsa-let-7a	FLJ27365	ATXN2L	1.59690799396682
hsa-let-7a-3	hsa-let-7a	FLJ27365	ATXN2	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	NUFIP2	1.4892937040588
hsa-let-7a-3	hsa-let-7a	FLJ27365	TTC3	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	PAPD4	3.94487950667726
hsa-let-7a-3	hsa-let-7a	FLJ27365	ZC3H11A	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	HNRNPM	1.90012082752231
hsa-let-7a-3	hsa-let-7a	FLJ27365	ZNF346	2.13623173433127
hsa-let-7a-3	hsa-let-7a	FLJ27365	RTCA	0.30441400304414
hsa-let-7a-3	hsa-let-7a	FLJ27365	DHX36	2.77181601034844
hsa-let-7a-3	hsa-let-7a	FLJ27365	USP36	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	PATL1	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	EDC3	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	EDC4	0.493827160493827
hsa-let-7a-3	hsa-let-7a	FLJ27365	DCP1A	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	DCP1B	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	DCP2	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	DDX3X	2.87328103302514
hsa-let-7a-3	hsa-let-7a	FLJ27365	DDX3Y	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	HNRNPR	2.06345445051291
hsa-let-7a-3	hsa-let-7a	FLJ27365	SYNCRIP	1.60931957689899
hsa-let-7a-3	hsa-let-7a	FLJ27365	ZFR	1.22872462768098
hsa-let-7a-3	hsa-let-7a	FLJ27365	TRMT1L	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	MSI1	1.2012012012012
hsa-let-7a-3	hsa-let-7a	FLJ27365	MSI2	3.33453585485128
hsa-let-7a-3	hsa-let-7a	FLJ27365	TRIM26	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	SART3	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	RBBP6	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	CRTAP	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	P3H1	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	TRA2A	0.969094423941151
hsa-let-7a-3	hsa-let-7a	FLJ27365	TRA2B	1.27393499309966
hsa-let-7a-3	hsa-let-7a	FLJ27365	WWP1	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	WWP2	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	CPSF1	1.25
hsa-let-7a-3	hsa-let-7a	FLJ27365	CPSF2	5
hsa-let-7a-3	hsa-let-7a	FLJ27365	CPSF3	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	CPSF4	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	NUDT21	0.173611111111111
hsa-let-7a-3	hsa-let-7a	FLJ27365	CPSF6	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	CPSF7	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	CSTF2	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	CSTF3	3.07692307692308
hsa-let-7a-3	hsa-let-7a	FLJ27365	FIP1L1	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	WDR33	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	SYMPK	3.81877022653722
hsa-let-7a-3	hsa-let-7a	FLJ27365	EPRS	3.19042807840782
hsa-let-7a-3	hsa-let-7a	FLJ27365	RARS	3.05631815127535
hsa-let-7a-3	hsa-let-7a	FLJ27365	IARS	4.36755508026006
hsa-let-7a-3	hsa-let-7a	FLJ27365	LARS	5.23896302673746
hsa-let-7a-3	hsa-let-7a	FLJ27365	DARS	2.41283163579831
hsa-let-7a-3	hsa-let-7a	FLJ27365	QARS	3.78183214019585
hsa-let-7a-3	hsa-let-7a	FLJ27365	MARS	3.55362382973482
hsa-let-7a-3	hsa-let-7a	FLJ27365	KARS	2.98723227841378
hsa-let-7a-3	hsa-let-7a	FLJ27365	AIMP1	4.69800348904827
hsa-let-7a-3	hsa-let-7a	FLJ27365	AIMP2	5.87265934948054
hsa-let-7a-3	hsa-let-7a	FLJ27365	ZNF385A	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	LARP7	0.220601833505059
hsa-let-7a-3	hsa-let-7a	FLJ27365	DZIP3	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	TIAL1	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	MYEF2	2.77777777777778
hsa-let-7a-3	hsa-let-7a	FLJ27365	RBFOX2	0.208333333333333
hsa-let-7a-3	hsa-let-7a	FLJ27365	KNOP1	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	DHX37	2.52750982999067
hsa-let-7a-3	hsa-let-7a	FLJ27365	DDX21	1.73504125214629
hsa-let-7a-3	hsa-let-7a	FLJ27365	LRPPRC	1.77146718042494
hsa-let-7a-3	hsa-let-7a	FLJ27365	RBM45	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	RBMS1	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	RBMS2	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	HARS2	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	SUGP2	1.39896654491492
hsa-let-7a-3	hsa-let-7a	FLJ27365	MATR3	1.17222662104817
hsa-let-7a-3	hsa-let-7a	FLJ27365	YBX3	1.11749468569812
hsa-let-7a-3	hsa-let-7a	FLJ27365	YBX1	1.91831840407239
hsa-let-7a-3	hsa-let-7a	FLJ27365	YBX2	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	C1QBP	1.98750876225279
hsa-let-7a-3	hsa-let-7a	FLJ27365	PTBP1	0.888839415139656
hsa-let-7a-3	hsa-let-7a	FLJ27365	PTBP3	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	FAM98A	1.15820899731677
hsa-let-7a-3	hsa-let-7a	FLJ27365	FAM98B	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	MTERF3	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	PTCD3	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	TRIM56	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	PDCD11	1.46569610996467
hsa-let-7a-3	hsa-let-7a	FLJ27365	UPF1	2.65386597656653
hsa-let-7a-3	hsa-let-7a	FLJ27365	NOL6	1.0899209486166
hsa-let-7a-3	hsa-let-7a	FLJ27365	ERAL1	0.460829493087558
hsa-let-7a-3	hsa-let-7a	FLJ27365	UTP20	0.988899779924845
hsa-let-7a-3	hsa-let-7a	FLJ27365	QKI	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	PUF60	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	LSM10	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	LSM11	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	CASC3	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	NONO	2.62981968206194
hsa-let-7a-3	hsa-let-7a	FLJ27365	SFPQ	2.33702791797621
hsa-let-7a-3	hsa-let-7a	FLJ27365	ZNF106	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	DDX49	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	CELF2	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	CELF1	0.468010562919968
hsa-let-7a-3	hsa-let-7a	FLJ27365	PIP5K1A	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	EIF2AK2	0.718693759779323
hsa-let-7a-3	hsa-let-7a	FLJ27365	LARP6	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	ZC3H10	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	C9ORF114	0.769230769230769
hsa-let-7a-3	hsa-let-7a	FLJ27365	SF1	0
hsa-let-7a-3	hsa-let-7a	FLJ27365	PUM1	6.39185753451851
hsa-let-7a-3	hsa-let-7a	FLJ27365	PUM2	5.93168268872494
hsa-let-7a-3	hsa-let-7a	FLJ27365	ELAC1	0
