pri_miRNA	mature_miRNA	transcript	RBP	value
hsa-mir-9-1	hsa-miR-9	C1orf61	AIMP1	0
hsa-mir-9-1	hsa-miR-9	C1orf61	AIMP2	0
hsa-mir-9-1	hsa-miR-9	C1orf61	ZNF385A	1.6
hsa-mir-9-1	hsa-miR-9	C1orf61	LARP7	0.829141930836846
hsa-mir-9-1	hsa-miR-9	C1orf61	DZIP3	0
hsa-mir-9-1	hsa-miR-9	C1orf61	TIAL1	0
hsa-mir-9-1	hsa-miR-9	C1orf61	MYEF2	0.387596899224806
hsa-mir-9-1	hsa-miR-9	C1orf61	RBFOX2	0.613704819277109
hsa-mir-9-1	hsa-miR-9	C1orf61	KNOP1	0.512820512820513
hsa-mir-9-1	hsa-miR-9	C1orf61	DHX37	0
hsa-mir-9-1	hsa-miR-9	C1orf61	DDX21	0.695540679797248
hsa-mir-9-1	hsa-miR-9	C1orf61	LRPPRC	0.737164999163635
hsa-mir-9-1	hsa-miR-9	C1orf61	RBM45	0
hsa-mir-9-1	hsa-miR-9	C1orf61	RBMS1	0
hsa-mir-9-1	hsa-miR-9	C1orf61	RBMS2	0
hsa-mir-9-1	hsa-miR-9	C1orf61	HARS2	0.669336893635959
hsa-mir-9-1	hsa-miR-9	C1orf61	SUGP2	0.581395348837209
hsa-mir-9-1	hsa-miR-9	C1orf61	MATR3	1.00815028556932
hsa-mir-9-1	hsa-miR-9	C1orf61	YBX3	0.493328197539188
hsa-mir-9-1	hsa-miR-9	C1orf61	YBX1	0.799619058694937
hsa-mir-9-1	hsa-miR-9	C1orf61	YBX2	0
hsa-mir-9-1	hsa-miR-9	C1orf61	C1QBP	0.321802091713596
hsa-mir-9-1	hsa-miR-9	C1orf61	PTBP1	0.617377917465269
hsa-mir-9-1	hsa-miR-9	C1orf61	PTBP3	0
hsa-mir-9-1	hsa-miR-9	C1orf61	FAM98A	2.17686517227187
hsa-mir-9-1	hsa-miR-9	C1orf61	FAM98B	1.85185185185185
hsa-mir-9-1	hsa-miR-9	C1orf61	MTERF3	0
hsa-mir-9-1	hsa-miR-9	C1orf61	PTCD3	0
hsa-mir-9-1	hsa-miR-9	C1orf61	TRIM56	0
hsa-mir-9-1	hsa-miR-9	C1orf61	PDCD11	0.697547164031244
hsa-mir-9-1	hsa-miR-9	C1orf61	UPF1	0.316600826361164
hsa-mir-9-1	hsa-miR-9	C1orf61	NOL6	0.666666666666667
hsa-mir-9-1	hsa-miR-9	C1orf61	ERAL1	0.460829493087558
hsa-mir-9-1	hsa-miR-9	C1orf61	UTP20	1.05609937536578
hsa-mir-9-1	hsa-miR-9	C1orf61	QKI	0
hsa-mir-9-1	hsa-miR-9	C1orf61	PUF60	0.757575757575757
hsa-mir-9-1	hsa-miR-9	C1orf61	LSM10	0
hsa-mir-9-1	hsa-miR-9	C1orf61	LSM11	0
hsa-mir-9-1	hsa-miR-9	C1orf61	CASC3	0
hsa-mir-9-1	hsa-miR-9	C1orf61	NONO	0.299050761153043
hsa-mir-9-1	hsa-miR-9	C1orf61	SFPQ	0.614278386231453
hsa-mir-9-1	hsa-miR-9	C1orf61	ZNF106	0
hsa-mir-9-1	hsa-miR-9	C1orf61	DDX49	0
hsa-mir-9-1	hsa-miR-9	C1orf61	CELF2	0
hsa-mir-9-1	hsa-miR-9	C1orf61	CELF1	0.14903129657228
hsa-mir-9-1	hsa-miR-9	C1orf61	PIP5K1A	0
hsa-mir-9-1	hsa-miR-9	C1orf61	EIF2AK2	0.712817588842718
hsa-mir-9-1	hsa-miR-9	C1orf61	LARP6	0
hsa-mir-9-1	hsa-miR-9	C1orf61	ZC3H10	0
hsa-mir-9-1	hsa-miR-9	C1orf61	C9ORF114	0.576923076923077
hsa-mir-9-1	hsa-miR-9	C1orf61	SF1	0
hsa-mir-9-1	hsa-miR-9	C1orf61	PUM1	0
hsa-mir-9-1	hsa-miR-9	C1orf61	PUM2	0
hsa-mir-9-1	hsa-miR-9	C1orf61	ELAC1	0
hsa-mir-9-1	hsa-miR-9	C1orf61	IGF2BP1	0.682045319968454
hsa-mir-9-1	hsa-miR-9	C1orf61	IGF2BP2	0.685063764890015
hsa-mir-9-1	hsa-miR-9	C1orf61	IGF2BP3	0.210878973420185
hsa-mir-9-1	hsa-miR-9	C1orf61	PGAM5	0
hsa-mir-9-1	hsa-miR-9	C1orf61	CSTF1	0
hsa-mir-9-1	hsa-miR-9	C1orf61	LCORL	0
hsa-mir-9-1	hsa-miR-9	C1orf61	NOL4L	0
hsa-mir-9-2	hsa-miR-9	LINC00461	LIN28A	0.697471665213601
hsa-mir-9-2	hsa-miR-9	LINC00461	LIN28B	0.355871886120996
hsa-mir-9-2	hsa-miR-9	LINC00461	ZCCHC11	0
hsa-mir-9-2	hsa-miR-9	LINC00461	ZCCHC6	0
hsa-mir-9-2	hsa-miR-9	LINC00461	HNRNPL	0.862614031442767
hsa-mir-9-2	hsa-miR-9	LINC00461	STRBP	0
hsa-mir-9-2	hsa-miR-9	LINC00461	NUDT16L1	0
hsa-mir-9-2	hsa-miR-9	LINC00461	GRSF1	0.0727272727272727
hsa-mir-9-2	hsa-miR-9	LINC00461	HNRNPF	1.21939766187622
hsa-mir-9-2	hsa-miR-9	LINC00461	HNRNPH1	1.52330505064346
hsa-mir-9-2	hsa-miR-9	LINC00461	HNRNPH2	0.655400197739561
hsa-mir-9-2	hsa-miR-9	LINC00461	HNRNPH3	0.990954029597992
hsa-mir-9-2	hsa-miR-9	LINC00461	ADARB1	0.798174777964906
hsa-mir-9-2	hsa-miR-9	LINC00461	ESRP1	0
hsa-mir-9-2	hsa-miR-9	LINC00461	TRMT10C	0
hsa-mir-9-2	hsa-miR-9	LINC00461	RBM4	1.92184713359545
hsa-mir-9-2	hsa-miR-9	LINC00461	RBM4B	5
hsa-mir-9-2	hsa-miR-9	LINC00461	RBM12B	0
hsa-mir-9-2	hsa-miR-9	LINC00461	SLTM	0
hsa-mir-9-2	hsa-miR-9	LINC00461	SAFB	0
hsa-mir-9-2	hsa-miR-9	LINC00461	FUS	1.45018976502593
hsa-mir-9-2	hsa-miR-9	LINC00461	TAF15	1.23034111336366
hsa-mir-9-2	hsa-miR-9	LINC00461	RBM14	1.68453253097016
hsa-mir-9-2	hsa-miR-9	LINC00461	DDX1	0.224201474201474
hsa-mir-9-2	hsa-miR-9	LINC00461	APOBEC3B	0.694220097205172
hsa-mir-9-2	hsa-miR-9	LINC00461	RTCB	0.325036642872365
hsa-mir-9-2	hsa-miR-9	LINC00461	DDX23	0
hsa-mir-9-2	hsa-miR-9	LINC00461	RBM47	0
hsa-mir-9-2	hsa-miR-9	LINC00461	PRMT1	3.54929161747344
hsa-mir-9-2	hsa-miR-9	LINC00461	RBM6	0
hsa-mir-9-2	hsa-miR-9	LINC00461	SUGP1	0
hsa-mir-9-2	hsa-miR-9	LINC00461	PLRG1	0
hsa-mir-9-2	hsa-miR-9	LINC00461	CDC5L	0
hsa-mir-9-2	hsa-miR-9	LINC00461	CDC40	0
hsa-mir-9-2	hsa-miR-9	LINC00461	SF3A1	0
hsa-mir-9-2	hsa-miR-9	LINC00461	SF3A3	0
hsa-mir-9-2	hsa-miR-9	LINC00461	SF3B1	0.276507591001087
hsa-mir-9-2	hsa-miR-9	LINC00461	SF3B2	0.147819660014782
hsa-mir-9-2	hsa-miR-9	LINC00461	SF3B3	0.137548049351446
hsa-mir-9-2	hsa-miR-9	LINC00461	SF3B4	0
hsa-mir-9-2	hsa-miR-9	LINC00461	SF3B5	0
hsa-mir-9-2	hsa-miR-9	LINC00461	U2SURP	0
hsa-mir-9-2	hsa-miR-9	LINC00461	RBM10	0
hsa-mir-9-2	hsa-miR-9	LINC00461	CHERP	0
hsa-mir-9-2	hsa-miR-9	LINC00461	CCAR1	0
hsa-mir-9-2	hsa-miR-9	LINC00461	RBM17	0
hsa-mir-9-2	hsa-miR-9	LINC00461	RBM5	0
hsa-mir-9-2	hsa-miR-9	LINC00461	AQR	0
hsa-mir-9-2	hsa-miR-9	LINC00461	XAB2	0
hsa-mir-9-2	hsa-miR-9	LINC00461	PAXBP1	0
hsa-mir-9-2	hsa-miR-9	LINC00461	PURA	4.57997152349312
hsa-mir-9-2	hsa-miR-9	LINC00461	PURB	26.6253746253746
hsa-mir-9-2	hsa-miR-9	LINC00461	PLOD1	0.124223602484472
hsa-mir-9-2	hsa-miR-9	LINC00461	HNRNPA0	0.249098109659805
hsa-mir-9-2	hsa-miR-9	LINC00461	HNRNPA1	1.23142629082239
hsa-mir-9-2	hsa-miR-9	LINC00461	HNRNPA2B1	1.4061610285348
hsa-mir-9-2	hsa-miR-9	LINC00461	HNRNPA3	1.19258842353679
hsa-mir-9-2	hsa-miR-9	LINC00461	HNRNPK	0.872577991370664
hsa-mir-9-2	hsa-miR-9	LINC00461	KIN	0
hsa-mir-9-2	hsa-miR-9	LINC00461	TRIM71	0
hsa-mir-9-2	hsa-miR-9	LINC00461	G3BP2	0
hsa-mir-9-2	hsa-miR-9	LINC00461	ZC3H7A	0
hsa-mir-9-2	hsa-miR-9	LINC00461	ZC3H7B	0
hsa-mir-9-2	hsa-miR-9	LINC00461	XRN1	0
hsa-mir-9-2	hsa-miR-9	LINC00461	TRIM25	0
hsa-mir-9-2	hsa-miR-9	LINC00461	ATXN2L	0
hsa-mir-9-2	hsa-miR-9	LINC00461	ATXN2	0
hsa-mir-9-2	hsa-miR-9	LINC00461	NUFIP2	0
hsa-mir-9-2	hsa-miR-9	LINC00461	TTC3	0
hsa-mir-9-2	hsa-miR-9	LINC00461	PAPD4	1.88826466916355
hsa-mir-9-2	hsa-miR-9	LINC00461	ZC3H11A	96.0714285714286
hsa-mir-9-2	hsa-miR-9	LINC00461	HNRNPM	6.02940676970864
hsa-mir-9-2	hsa-miR-9	LINC00461	ZNF346	5.66426598932981
hsa-mir-9-2	hsa-miR-9	LINC00461	RTCA	0.45662100456621
hsa-mir-9-2	hsa-miR-9	LINC00461	DHX36	1.25820853972629
hsa-mir-9-2	hsa-miR-9	LINC00461	USP36	0
hsa-mir-9-2	hsa-miR-9	LINC00461	PATL1	0
hsa-mir-9-2	hsa-miR-9	LINC00461	EDC3	0
hsa-mir-9-2	hsa-miR-9	LINC00461	EDC4	0
hsa-mir-9-2	hsa-miR-9	LINC00461	DCP1A	0
hsa-mir-9-2	hsa-miR-9	LINC00461	DCP1B	0
hsa-mir-9-2	hsa-miR-9	LINC00461	DCP2	0
hsa-mir-9-2	hsa-miR-9	LINC00461	DDX3X	0.939639476631671
hsa-mir-9-2	hsa-miR-9	LINC00461	DDX3Y	0
hsa-mir-9-2	hsa-miR-9	LINC00461	HNRNPR	1.02949195445712
hsa-mir-9-2	hsa-miR-9	LINC00461	SYNCRIP	0.813467921332826
hsa-mir-9-2	hsa-miR-9	LINC00461	ZFR	0.208333333333333
hsa-mir-9-2	hsa-miR-9	LINC00461	TRMT1L	0
hsa-mir-9-2	hsa-miR-9	LINC00461	MSI1	0
hsa-mir-9-2	hsa-miR-9	LINC00461	MSI2	0.334869977272084
hsa-mir-9-2	hsa-miR-9	LINC00461	TRIM26	0
hsa-mir-9-2	hsa-miR-9	LINC00461	SART3	0
hsa-mir-9-2	hsa-miR-9	LINC00461	RBBP6	0
hsa-mir-9-2	hsa-miR-9	LINC00461	CRTAP	1.58730158730159
hsa-mir-9-2	hsa-miR-9	LINC00461	P3H1	0
hsa-mir-9-2	hsa-miR-9	LINC00461	TRA2A	2.4580688066675
hsa-mir-9-2	hsa-miR-9	LINC00461	TRA2B	2.05560067869572
hsa-mir-9-2	hsa-miR-9	LINC00461	WWP1	0
hsa-mir-9-2	hsa-miR-9	LINC00461	WWP2	0
hsa-mir-9-2	hsa-miR-9	LINC00461	CPSF1	0
hsa-mir-9-2	hsa-miR-9	LINC00461	CPSF2	0
hsa-mir-9-2	hsa-miR-9	LINC00461	CPSF3	0
hsa-mir-9-2	hsa-miR-9	LINC00461	CPSF4	0
hsa-mir-9-2	hsa-miR-9	LINC00461	NUDT21	0.716845878136201
hsa-mir-9-2	hsa-miR-9	LINC00461	CPSF6	0
hsa-mir-9-2	hsa-miR-9	LINC00461	CPSF7	1.25
hsa-mir-9-2	hsa-miR-9	LINC00461	CSTF2	0
hsa-mir-9-2	hsa-miR-9	LINC00461	CSTF3	0
hsa-mir-9-2	hsa-miR-9	LINC00461	FIP1L1	0
hsa-mir-9-2	hsa-miR-9	LINC00461	WDR33	0
hsa-mir-9-2	hsa-miR-9	LINC00461	SYMPK	0
hsa-mir-9-2	hsa-miR-9	LINC00461	EPRS	0.332344934370984
hsa-mir-9-2	hsa-miR-9	LINC00461	RARS	0.14171885222918
hsa-mir-9-2	hsa-miR-9	LINC00461	IARS	0
hsa-mir-9-2	hsa-miR-9	LINC00461	LARS	0
hsa-mir-9-2	hsa-miR-9	LINC00461	DARS	0.742473639875182
hsa-mir-9-2	hsa-miR-9	LINC00461	QARS	0.183823529411765
hsa-mir-9-2	hsa-miR-9	LINC00461	MARS	0.14336917562724
hsa-mir-9-2	hsa-miR-9	LINC00461	KARS	0
hsa-mir-9-2	hsa-miR-9	LINC00461	AIMP1	0
hsa-mir-9-2	hsa-miR-9	LINC00461	AIMP2	0
hsa-mir-9-2	hsa-miR-9	LINC00461	ZNF385A	1.6
hsa-mir-9-2	hsa-miR-9	LINC00461	LARP7	0.240540858679687
hsa-mir-9-2	hsa-miR-9	LINC00461	DZIP3	0
hsa-mir-9-2	hsa-miR-9	LINC00461	TIAL1	20
hsa-mir-9-2	hsa-miR-9	LINC00461	MYEF2	18.3082046005781
hsa-mir-9-2	hsa-miR-9	LINC00461	RBFOX2	0.914909638554217
hsa-mir-9-2	hsa-miR-9	LINC00461	KNOP1	0.206185567010309
hsa-mir-9-2	hsa-miR-9	LINC00461	DHX37	0
hsa-mir-9-2	hsa-miR-9	LINC00461	DDX21	0.213960294499697
hsa-mir-9-2	hsa-miR-9	LINC00461	LRPPRC	0.358141204882286
hsa-mir-9-2	hsa-miR-9	LINC00461	RBM45	0
hsa-mir-9-2	hsa-miR-9	LINC00461	RBMS1	0
hsa-mir-9-2	hsa-miR-9	LINC00461	RBMS2	10
hsa-mir-9-2	hsa-miR-9	LINC00461	HARS2	0
hsa-mir-9-2	hsa-miR-9	LINC00461	SUGP2	0
hsa-mir-9-2	hsa-miR-9	LINC00461	MATR3	0.821003544343689
hsa-mir-9-2	hsa-miR-9	LINC00461	YBX3	0.301810374689455
hsa-mir-9-2	hsa-miR-9	LINC00461	YBX1	0.820432960062977
hsa-mir-9-2	hsa-miR-9	LINC00461	YBX2	0
hsa-mir-9-2	hsa-miR-9	LINC00461	C1QBP	1.50770239265814
hsa-mir-9-2	hsa-miR-9	LINC00461	PTBP1	0.593464752004025
hsa-mir-9-2	hsa-miR-9	LINC00461	PTBP3	0
hsa-mir-9-2	hsa-miR-9	LINC00461	FAM98A	0.425222544598383
hsa-mir-9-2	hsa-miR-9	LINC00461	FAM98B	0
hsa-mir-9-2	hsa-miR-9	LINC00461	MTERF3	0
hsa-mir-9-2	hsa-miR-9	LINC00461	PTCD3	0
hsa-mir-9-2	hsa-miR-9	LINC00461	TRIM56	0
hsa-mir-9-2	hsa-miR-9	LINC00461	PDCD11	0.550827519667926
hsa-mir-9-2	hsa-miR-9	LINC00461	UPF1	0
hsa-mir-9-2	hsa-miR-9	LINC00461	NOL6	0
hsa-mir-9-2	hsa-miR-9	LINC00461	ERAL1	0.230414746543779
hsa-mir-9-2	hsa-miR-9	LINC00461	UTP20	0.337495288416009
hsa-mir-9-2	hsa-miR-9	LINC00461	QKI	0
hsa-mir-9-2	hsa-miR-9	LINC00461	PUF60	0
hsa-mir-9-2	hsa-miR-9	LINC00461	LSM10	0
hsa-mir-9-2	hsa-miR-9	LINC00461	LSM11	0
hsa-mir-9-2	hsa-miR-9	LINC00461	CASC3	0
hsa-mir-9-2	hsa-miR-9	LINC00461	NONO	0.945255864477499
hsa-mir-9-2	hsa-miR-9	LINC00461	SFPQ	0.659171032416923
hsa-mir-9-2	hsa-miR-9	LINC00461	ZNF106	0
hsa-mir-9-2	hsa-miR-9	LINC00461	DDX49	0
hsa-mir-9-2	hsa-miR-9	LINC00461	CELF2	9.35508935508936
hsa-mir-9-2	hsa-miR-9	LINC00461	CELF1	6.54950886136326
hsa-mir-9-2	hsa-miR-9	LINC00461	PIP5K1A	0
hsa-mir-9-2	hsa-miR-9	LINC00461	EIF2AK2	0.999255636195082
hsa-mir-9-2	hsa-miR-9	LINC00461	LARP6	0
hsa-mir-9-2	hsa-miR-9	LINC00461	ZC3H10	0
hsa-mir-9-2	hsa-miR-9	LINC00461	C9ORF114	0
hsa-mir-9-2	hsa-miR-9	LINC00461	SF1	0
hsa-mir-9-2	hsa-miR-9	LINC00461	PUM1	0
hsa-mir-9-2	hsa-miR-9	LINC00461	PUM2	0
hsa-mir-9-2	hsa-miR-9	LINC00461	ELAC1	0
hsa-mir-9-2	hsa-miR-9	LINC00461	IGF2BP1	0.743518888607773
hsa-mir-9-2	hsa-miR-9	LINC00461	IGF2BP2	0.564312080872869
hsa-mir-9-2	hsa-miR-9	LINC00461	IGF2BP3	0.298856294821779
hsa-mir-9-2	hsa-miR-9	LINC00461	PGAM5	0
hsa-mir-9-2	hsa-miR-9	LINC00461	CSTF1	0
hsa-mir-9-2	hsa-miR-9	LINC00461	LCORL	0
hsa-mir-9-2	hsa-miR-9	LINC00461	NOL4L	0
hsa-mir-9-3	hsa-miR-9	LINC00925	LIN28A	0
hsa-mir-9-3	hsa-miR-9	LINC00925	LIN28B	0
hsa-mir-9-3	hsa-miR-9	LINC00925	ZCCHC11	0
hsa-mir-9-3	hsa-miR-9	LINC00925	ZCCHC6	0
hsa-mir-9-3	hsa-miR-9	LINC00925	HNRNPL	0.976226068552751
hsa-mir-9-3	hsa-miR-9	LINC00925	STRBP	1.63364478771297
hsa-mir-9-3	hsa-miR-9	LINC00925	NUDT16L1	0
hsa-mir-9-3	hsa-miR-9	LINC00925	GRSF1	0
hsa-mir-9-3	hsa-miR-9	LINC00925	HNRNPF	0.629961221673303
hsa-mir-9-3	hsa-miR-9	LINC00925	HNRNPH1	0.87951345290029
hsa-mir-9-3	hsa-miR-9	LINC00925	HNRNPH2	0.165931177219255
hsa-mir-9-3	hsa-miR-9	LINC00925	HNRNPH3	0.187547854199036
hsa-mir-9-3	hsa-miR-9	LINC00925	ADARB1	8.57182654540562
hsa-mir-9-3	hsa-miR-9	LINC00925	ESRP1	0
hsa-mir-9-3	hsa-miR-9	LINC00925	TRMT10C	0
hsa-mir-9-3	hsa-miR-9	LINC00925	RBM4	0.211864406779661
hsa-mir-9-3	hsa-miR-9	LINC00925	RBM4B	0
hsa-mir-9-3	hsa-miR-9	LINC00925	RBM12B	0
hsa-mir-9-3	hsa-miR-9	LINC00925	SLTM	0
hsa-mir-9-3	hsa-miR-9	LINC00925	SAFB	0
hsa-mir-9-3	hsa-miR-9	LINC00925	FUS	0.424839475598267
hsa-mir-9-3	hsa-miR-9	LINC00925	TAF15	0.51243137450034
hsa-mir-9-3	hsa-miR-9	LINC00925	RBM14	0.890321781154098
hsa-mir-9-3	hsa-miR-9	LINC00925	DDX1	0.194486957269359
hsa-mir-9-3	hsa-miR-9	LINC00925	APOBEC3B	0.144300144300144
hsa-mir-9-3	hsa-miR-9	LINC00925	RTCB	0.532657667310597
hsa-mir-9-3	hsa-miR-9	LINC00925	DDX23	0
hsa-mir-9-3	hsa-miR-9	LINC00925	RBM47	0
hsa-mir-9-3	hsa-miR-9	LINC00925	PRMT1	3.34974182602641
hsa-mir-9-3	hsa-miR-9	LINC00925	RBM6	0
hsa-mir-9-3	hsa-miR-9	LINC00925	SUGP1	0
hsa-mir-9-3	hsa-miR-9	LINC00925	PLRG1	0
hsa-mir-9-3	hsa-miR-9	LINC00925	CDC5L	0
hsa-mir-9-3	hsa-miR-9	LINC00925	CDC40	0
hsa-mir-9-3	hsa-miR-9	LINC00925	SF3A1	0
hsa-mir-9-3	hsa-miR-9	LINC00925	SF3A3	0
hsa-mir-9-3	hsa-miR-9	LINC00925	SF3B1	0.383982757754167
hsa-mir-9-3	hsa-miR-9	LINC00925	SF3B2	0
hsa-mir-9-3	hsa-miR-9	LINC00925	SF3B3	0.496759969934209
hsa-mir-9-3	hsa-miR-9	LINC00925	SF3B4	0
hsa-mir-9-3	hsa-miR-9	LINC00925	SF3B5	0
hsa-mir-9-3	hsa-miR-9	LINC00925	U2SURP	0
hsa-mir-9-3	hsa-miR-9	LINC00925	RBM10	0
hsa-mir-9-3	hsa-miR-9	LINC00925	CHERP	0
hsa-mir-9-3	hsa-miR-9	LINC00925	CCAR1	0
hsa-mir-9-3	hsa-miR-9	LINC00925	RBM17	0
hsa-mir-9-3	hsa-miR-9	LINC00925	RBM5	0
hsa-mir-9-3	hsa-miR-9	LINC00925	AQR	0
hsa-mir-9-3	hsa-miR-9	LINC00925	XAB2	0
hsa-mir-9-3	hsa-miR-9	LINC00925	PAXBP1	0
hsa-mir-9-3	hsa-miR-9	LINC00925	PURA	0
hsa-mir-9-3	hsa-miR-9	LINC00925	PURB	0
hsa-mir-9-3	hsa-miR-9	LINC00925	PLOD1	0
hsa-mir-9-3	hsa-miR-9	LINC00925	HNRNPA0	0.0354421407052986
hsa-mir-9-3	hsa-miR-9	LINC00925	HNRNPA1	0.643018186721958
hsa-mir-9-3	hsa-miR-9	LINC00925	HNRNPA2B1	0.585486331849299
hsa-mir-9-3	hsa-miR-9	LINC00925	HNRNPA3	0.353877632812664
hsa-mir-9-3	hsa-miR-9	LINC00925	HNRNPK	1.19339692222962
hsa-mir-9-3	hsa-miR-9	LINC00925	KIN	0
hsa-mir-9-3	hsa-miR-9	LINC00925	TRIM71	0
hsa-mir-9-3	hsa-miR-9	LINC00925	G3BP2	0
hsa-mir-9-3	hsa-miR-9	LINC00925	ZC3H7A	0
hsa-mir-9-3	hsa-miR-9	LINC00925	ZC3H7B	0
hsa-mir-9-3	hsa-miR-9	LINC00925	XRN1	0
hsa-mir-9-3	hsa-miR-9	LINC00925	TRIM25	0
hsa-mir-9-3	hsa-miR-9	LINC00925	ATXN2L	0
hsa-mir-9-3	hsa-miR-9	LINC00925	ATXN2	0
hsa-mir-9-3	hsa-miR-9	LINC00925	NUFIP2	0
hsa-mir-9-3	hsa-miR-9	LINC00925	TTC3	0
hsa-mir-9-3	hsa-miR-9	LINC00925	PAPD4	0
hsa-mir-9-3	hsa-miR-9	LINC00925	ZC3H11A	0
hsa-mir-9-3	hsa-miR-9	LINC00925	HNRNPM	0.871249746038818
hsa-mir-9-3	hsa-miR-9	LINC00925	ZNF346	17.5099043309623
hsa-mir-9-3	hsa-miR-9	LINC00925	RTCA	0
hsa-mir-9-3	hsa-miR-9	LINC00925	DHX36	0
hsa-mir-9-3	hsa-miR-9	LINC00925	USP36	0
hsa-mir-9-3	hsa-miR-9	LINC00925	PATL1	0
hsa-mir-9-3	hsa-miR-9	LINC00925	EDC3	0
hsa-mir-9-3	hsa-miR-9	LINC00925	EDC4	0
hsa-mir-9-3	hsa-miR-9	LINC00925	DCP1A	0
hsa-mir-9-3	hsa-miR-9	LINC00925	DCP1B	0
hsa-mir-9-3	hsa-miR-9	LINC00925	DCP2	0
hsa-mir-9-3	hsa-miR-9	LINC00925	DDX3X	1.03180574715102
hsa-mir-9-3	hsa-miR-9	LINC00925	DDX3Y	0
hsa-mir-9-3	hsa-miR-9	LINC00925	HNRNPR	0.537057801716932
hsa-mir-9-3	hsa-miR-9	LINC00925	SYNCRIP	0.789711155552657
hsa-mir-9-3	hsa-miR-9	LINC00925	ZFR	0.371732026143791
hsa-mir-9-3	hsa-miR-9	LINC00925	TRMT1L	0
hsa-mir-9-3	hsa-miR-9	LINC00925	MSI1	0
hsa-mir-9-3	hsa-miR-9	LINC00925	MSI2	0.0993541977148535
hsa-mir-9-3	hsa-miR-9	LINC00925	TRIM26	0
hsa-mir-9-3	hsa-miR-9	LINC00925	SART3	0
hsa-mir-9-3	hsa-miR-9	LINC00925	RBBP6	0
hsa-mir-9-3	hsa-miR-9	LINC00925	CRTAP	1.58730158730159
hsa-mir-9-3	hsa-miR-9	LINC00925	P3H1	3.40909090909091
hsa-mir-9-3	hsa-miR-9	LINC00925	TRA2A	0
hsa-mir-9-3	hsa-miR-9	LINC00925	TRA2B	1.16789237343917
hsa-mir-9-3	hsa-miR-9	LINC00925	WWP1	0
hsa-mir-9-3	hsa-miR-9	LINC00925	WWP2	0
hsa-mir-9-3	hsa-miR-9	LINC00925	CPSF1	0
hsa-mir-9-3	hsa-miR-9	LINC00925	CPSF2	0
hsa-mir-9-3	hsa-miR-9	LINC00925	CPSF3	0
hsa-mir-9-3	hsa-miR-9	LINC00925	CPSF4	0
hsa-mir-9-3	hsa-miR-9	LINC00925	NUDT21	0
hsa-mir-9-3	hsa-miR-9	LINC00925	CPSF6	0
hsa-mir-9-3	hsa-miR-9	LINC00925	CPSF7	0
hsa-mir-9-3	hsa-miR-9	LINC00925	CSTF2	0
hsa-mir-9-3	hsa-miR-9	LINC00925	CSTF3	0
hsa-mir-9-3	hsa-miR-9	LINC00925	FIP1L1	1.73913043478261
hsa-mir-9-3	hsa-miR-9	LINC00925	WDR33	0
hsa-mir-9-3	hsa-miR-9	LINC00925	SYMPK	0.980392156862745
hsa-mir-9-3	hsa-miR-9	LINC00925	EPRS	0.408284339512062
hsa-mir-9-3	hsa-miR-9	LINC00925	RARS	0.476063689901014
hsa-mir-9-3	hsa-miR-9	LINC00925	IARS	0.332909493246747
hsa-mir-9-3	hsa-miR-9	LINC00925	LARS	0.347826086956522
hsa-mir-9-3	hsa-miR-9	LINC00925	DARS	1.76337365701318
hsa-mir-9-3	hsa-miR-9	LINC00925	QARS	0.594857816719116
hsa-mir-9-3	hsa-miR-9	LINC00925	MARS	0.679307647785396
hsa-mir-9-3	hsa-miR-9	LINC00925	KARS	0.207684319833853
hsa-mir-9-3	hsa-miR-9	LINC00925	AIMP1	0
hsa-mir-9-3	hsa-miR-9	LINC00925	AIMP2	0
hsa-mir-9-3	hsa-miR-9	LINC00925	ZNF385A	8.11428571428571
hsa-mir-9-3	hsa-miR-9	LINC00925	LARP7	0.233517975453459
hsa-mir-9-3	hsa-miR-9	LINC00925	DZIP3	0
hsa-mir-9-3	hsa-miR-9	LINC00925	TIAL1	0
hsa-mir-9-3	hsa-miR-9	LINC00925	MYEF2	0
hsa-mir-9-3	hsa-miR-9	LINC00925	RBFOX2	0.208333333333333
hsa-mir-9-3	hsa-miR-9	LINC00925	KNOP1	0
hsa-mir-9-3	hsa-miR-9	LINC00925	DHX37	0
hsa-mir-9-3	hsa-miR-9	LINC00925	DDX21	0.763108323033613
hsa-mir-9-3	hsa-miR-9	LINC00925	LRPPRC	0.546716088381964
hsa-mir-9-3	hsa-miR-9	LINC00925	RBM45	0
hsa-mir-9-3	hsa-miR-9	LINC00925	RBMS1	0
hsa-mir-9-3	hsa-miR-9	LINC00925	RBMS2	0
hsa-mir-9-3	hsa-miR-9	LINC00925	HARS2	0
hsa-mir-9-3	hsa-miR-9	LINC00925	SUGP2	0.387596899224806
hsa-mir-9-3	hsa-miR-9	LINC00925	MATR3	0.78978608472379
hsa-mir-9-3	hsa-miR-9	LINC00925	YBX3	0.201065490952512
hsa-mir-9-3	hsa-miR-9	LINC00925	YBX1	0.761462089727338
hsa-mir-9-3	hsa-miR-9	LINC00925	YBX2	0.280112044817927
hsa-mir-9-3	hsa-miR-9	LINC00925	C1QBP	0
hsa-mir-9-3	hsa-miR-9	LINC00925	PTBP1	0.839735440725296
hsa-mir-9-3	hsa-miR-9	LINC00925	PTBP3	0
hsa-mir-9-3	hsa-miR-9	LINC00925	FAM98A	0.196206671026815
